id,siruta,numar,adresa,tip,denumire,test,localitate,adresa_full,icon_url
8437,34734,23 A,Saşilor 23 A,Strada,Saşilor,,Crainimat,Saşilor 23 A (Crainimat),
8436,34734,"25",Saşilor 25,Strada,Saşilor,,Crainimat,Saşilor 25 (Crainimat),
8435,34734,"27",Saşilor 27,Strada,Saşilor,,Crainimat,Saşilor 27 (Crainimat),
8434,34734,"29",Saşilor 29,Strada,Saşilor,,Crainimat,Saşilor 29 (Crainimat),
8433,34734,"31",Saşilor 31,Strada,Saşilor,,Crainimat,Saşilor 31 (Crainimat),
8432,34734,"33",Saşilor 33,Strada,Saşilor,,Crainimat,Saşilor 33 (Crainimat),
8431,34734,"35",Saşilor 35,Strada,Saşilor,,Crainimat,Saşilor 35 (Crainimat),
8430,34734,"37",Saşilor 37,Strada,Saşilor,,Crainimat,Saşilor 37 (Crainimat),
8429,34734,"39",Saşilor 39,Strada,Saşilor,,Crainimat,Saşilor 39 (Crainimat),
8428,34734,"41",Saşilor 41,Strada,Saşilor,,Crainimat,Saşilor 41 (Crainimat),
8427,34734,"43",Saşilor 43,Strada,Saşilor,,Crainimat,Saşilor 43 (Crainimat),
8426,34734,"45",Saşilor 45,Strada,Saşilor,,Crainimat,Saşilor 45 (Crainimat),
8425,34734,"47",Saşilor 47,Strada,Saşilor,,Crainimat,Saşilor 47 (Crainimat),
8424,34734,47 A,Saşilor 47 A,Strada,Saşilor,,Crainimat,Saşilor 47 A (Crainimat),
8423,34734,"49",Saşilor 49,Strada,Saşilor,,Crainimat,Saşilor 49 (Crainimat),
8422,34734,"51",Saşilor 51,Strada,Saşilor,,Crainimat,Saşilor 51 (Crainimat),
8421,34734,"53",Saşilor 53,Strada,Saşilor,,Crainimat,Saşilor 53 (Crainimat),
8420,34734,"55",Saşilor 55,Strada,Saşilor,,Crainimat,Saşilor 55 (Crainimat),
8419,34734,"57",Saşilor 57,Strada,Saşilor,,Crainimat,Saşilor 57 (Crainimat),
8418,34734,"59",Saşilor 59,Strada,Saşilor,,Crainimat,Saşilor 59 (Crainimat),
8417,34734,"61",Saşilor 61,Strada,Saşilor,,Crainimat,Saşilor 61 (Crainimat),
8416,34734,"63",Saşilor 63,Strada,Saşilor,,Crainimat,Saşilor 63 (Crainimat),
8415,34734,"65",Saşilor 65,Strada,Saşilor,,Crainimat,Saşilor 65 (Crainimat),
8414,34734,"67",Saşilor 67,Strada,Saşilor,,Crainimat,Saşilor 67 (Crainimat),
8413,34734,"69",Saşilor 69,Strada,Saşilor,,Crainimat,Saşilor 69 (Crainimat),
8412,34734,"71",Saşilor 71,Strada,Saşilor,,Crainimat,Saşilor 71 (Crainimat),
8411,34734,"73",Saşilor 73,Strada,Saşilor,,Crainimat,Saşilor 73 (Crainimat),
8410,34734,"75",Saşilor 75,Strada,Saşilor,,Crainimat,Saşilor 75 (Crainimat),
8409,34734,"77",Saşilor 77,Strada,Saşilor,,Crainimat,Saşilor 77 (Crainimat),
8408,34734,"79",Saşilor 79,Strada,Saşilor,,Crainimat,Saşilor 79 (Crainimat),
8407,34734,"81",Saşilor 81,Strada,Saşilor,,Crainimat,Saşilor 81 (Crainimat),
8406,34734,"83",Saşilor 83,Strada,Saşilor,,Crainimat,Saşilor 83 (Crainimat),
8405,34734,"85",Saşilor 85,Strada,Saşilor,,Crainimat,Saşilor 85 (Crainimat),
8404,34734,"87",Saşilor 87,Strada,Saşilor,,Crainimat,Saşilor 87 (Crainimat),
8403,34734,"89",Saşilor 89,Strada,Saşilor,,Crainimat,Saşilor 89 (Crainimat),
8402,34734,"91",Saşilor 91,Strada,Saşilor,,Crainimat,Saşilor 91 (Crainimat),
8401,34734,"93",Saşilor 93,Strada,Saşilor,,Crainimat,Saşilor 93 (Crainimat),
8400,34734,"95",Saşilor 95,Strada,Saşilor,,Crainimat,Saşilor 95 (Crainimat),
8399,34734,"97",Saşilor 97,Strada,Saşilor,,Crainimat,Saşilor 97 (Crainimat),
8398,34734,"99",Saşilor 99,Strada,Saşilor,,Crainimat,Saşilor 99 (Crainimat),
8397,34734,"101",Saşilor 101,Strada,Saşilor,,Crainimat,Saşilor 101 (Crainimat),
8396,34734,"103",Saşilor 103,Strada,Saşilor,,Crainimat,Saşilor 103 (Crainimat),
8395,34734,"105",Saşilor 105,Strada,Saşilor,,Crainimat,Saşilor 105 (Crainimat),
8394,34734,"107",Saşilor 107,Strada,Saşilor,,Crainimat,Saşilor 107 (Crainimat),
8372,34734,"3",Soarelui 3,Strada,Soarelui,,Crainimat,Soarelui 3 (Crainimat),
8371,34734,"5",Soarelui 5,Strada,Soarelui,,Crainimat,Soarelui 5 (Crainimat),
8370,34734,"7",Soarelui 7,Strada,Soarelui,,Crainimat,Soarelui 7 (Crainimat),
8369,34734,"2",Speranţei 2,Strada,Speranţei,,Crainimat,Speranţei 2 (Crainimat),
8368,34734,"4",Speranţei 4,Strada,Speranţei,,Crainimat,Speranţei 4 (Crainimat),
8367,34734,"6",Speranţei 6,Strada,Speranţei,,Crainimat,Speranţei 6 (Crainimat),
8366,34734,"1",Speranţei 1,Strada,Speranţei,,Crainimat,Speranţei 1 (Crainimat),
8365,34734,"3",Speranţei 3,Strada,Speranţei,,Crainimat,Speranţei 3 (Crainimat),
8364,34734,"7",Speranţei 7,Strada,Speranţei,,Crainimat,Speranţei 7 (Crainimat),
8363,34734,"9",Speranţei 9,Strada,Speranţei,,Crainimat,Speranţei 9 (Crainimat),
8362,34734,"5",Speranţei 5,Strada,Speranţei,,Crainimat,Speranţei 5 (Crainimat),
8361,34734,"1",Stejarului 1,Strada,Stejarului,,Crainimat,Stejarului 1 (Crainimat),
8360,34734,"12",Stejarului 12,Strada,Stejarului,,Crainimat,Stejarului 12 (Crainimat),
8359,34734,"5",Stejarului 5,Strada,Stejarului,,Crainimat,Stejarului 5 (Crainimat),
8348,34707,"10",Teilor 10,Strada,Teilor,,Sieu Magherus,Teilor 10 (Sieu Magherus),
8347,34707,"12",Teilor 12,Strada,Teilor,,Sieu Magherus,Teilor 12 (Sieu Magherus),
8346,34707,"14",Teilor 14,Strada,Teilor,,Sieu Magherus,Teilor 14 (Sieu Magherus),
8345,34707,"16",Teilor 16,Strada,Teilor,,Sieu Magherus,Teilor 16 (Sieu Magherus),
8344,34707,"18",Teilor 18,Strada,Teilor,,Sieu Magherus,Teilor 18 (Sieu Magherus),
8343,34707,"20",Teilor 20,Strada,Teilor,,Sieu Magherus,Teilor 20 (Sieu Magherus),
8342,34707,"22",Teilor 22,Strada,Teilor,,Sieu Magherus,Teilor 22 (Sieu Magherus),
8341,34707,"24",Teilor 24,Strada,Teilor,,Sieu Magherus,Teilor 24 (Sieu Magherus),
8340,34707,"26",Teilor 26,Strada,Teilor,,Sieu Magherus,Teilor 26 (Sieu Magherus),
8339,34707,"28",Teilor 28,Strada,Teilor,,Sieu Magherus,Teilor 28 (Sieu Magherus),
8338,34707,"30",Teilor 30,Strada,Teilor,,Sieu Magherus,Teilor 30 (Sieu Magherus),
8337,34707,"32",Teilor 32,Strada,Teilor,,Sieu Magherus,Teilor 32 (Sieu Magherus),
8336,34707,"34",Teilor 34,Strada,Teilor,,Sieu Magherus,Teilor 34 (Sieu Magherus),
8335,34707,"36",Teilor 36,Strada,Teilor,,Sieu Magherus,Teilor 36 (Sieu Magherus),
8334,34707,"38",Teilor 38,Strada,Teilor,,Sieu Magherus,Teilor 38 (Sieu Magherus),
8333,34707,"40",Teilor 40,Strada,Teilor,,Sieu Magherus,Teilor 40 (Sieu Magherus),
8332,34707,"42",Teilor 42,Strada,Teilor,,Sieu Magherus,Teilor 42 (Sieu Magherus),
8331,34707,42 A,Teilor 42 A,Strada,Teilor,,Sieu Magherus,Teilor 42 A (Sieu Magherus),
8330,34707,42 B,Teilor 42 B,Strada,Teilor,,Sieu Magherus,Teilor 42 B (Sieu Magherus),
8329,34707,"44",Teilor 44,Strada,Teilor,,Sieu Magherus,Teilor 44 (Sieu Magherus),
8328,34707,"46",Teilor 46,Strada,Teilor,,Sieu Magherus,Teilor 46 (Sieu Magherus),
8327,34707,"48",Teilor 48,Strada,Teilor,,Sieu Magherus,Teilor 48 (Sieu Magherus),
8326,34707,"50",Teilor 50,Strada,Teilor,,Sieu Magherus,Teilor 50 (Sieu Magherus),
8325,34707,"52",Teilor 52,Strada,Teilor,,Sieu Magherus,Teilor 52 (Sieu Magherus),
8324,34707,"54",Teilor 54,Strada,Teilor,,Sieu Magherus,Teilor 54 (Sieu Magherus),
8323,34707,"56",Teilor 56,Strada,Teilor,,Sieu Magherus,Teilor 56 (Sieu Magherus),
8322,34707,"58",Teilor 58,Strada,Teilor,,Sieu Magherus,Teilor 58 (Sieu Magherus),
8321,34707,"60",Teilor 60,Strada,Teilor,,Sieu Magherus,Teilor 60 (Sieu Magherus),
8320,34707,"62",Teilor 62,Strada,Teilor,,Sieu Magherus,Teilor 62 (Sieu Magherus),
8319,34707,"64",Teilor 64,Strada,Teilor,,Sieu Magherus,Teilor 64 (Sieu Magherus),
8318,34707,"66",Teilor 66,Strada,Teilor,,Sieu Magherus,Teilor 66 (Sieu Magherus),
8317,34707,"68",Teilor 68,Strada,Teilor,,Sieu Magherus,Teilor 68 (Sieu Magherus),
8316,34707,"70",Teilor 70,Strada,Teilor,,Sieu Magherus,Teilor 70 (Sieu Magherus),
8315,34707,"72",Teilor 72,Strada,Teilor,,Sieu Magherus,Teilor 72 (Sieu Magherus),
8314,34707,"1",Teilor 1,Strada,Teilor,,Sieu Magherus,Teilor 1 (Sieu Magherus),
8313,34707,"3",Teilor 3,Strada,Teilor,,Sieu Magherus,Teilor 3 (Sieu Magherus),
8312,34707,3 A,Teilor 3 A,Strada,Teilor,,Sieu Magherus,Teilor 3 A (Sieu Magherus),
8311,34707,"7",Teilor 7,Strada,Teilor,,Sieu Magherus,Teilor 7 (Sieu Magherus),
8310,34707,"9",Teilor 9,Strada,Teilor,,Sieu Magherus,Teilor 9 (Sieu Magherus),
8309,34707,"11",Teilor 11,Strada,Teilor,,Sieu Magherus,Teilor 11 (Sieu Magherus),
8308,34707,"13",Teilor 13,Strada,Teilor,,Sieu Magherus,Teilor 13 (Sieu Magherus),
8307,34707,"15",Teilor 15,Strada,Teilor,,Sieu Magherus,Teilor 15 (Sieu Magherus),
8306,34707,"17",Teilor 17,Strada,Teilor,,Sieu Magherus,Teilor 17 (Sieu Magherus),
8305,34707,"19",Teilor 19,Strada,Teilor,,Sieu Magherus,Teilor 19 (Sieu Magherus),
8304,34707,"21",Teilor 21,Strada,Teilor,,Sieu Magherus,Teilor 21 (Sieu Magherus),
8303,34707,"23",Teilor 23,Strada,Teilor,,Sieu Magherus,Teilor 23 (Sieu Magherus),
8302,34707,"25",Teilor 25,Strada,Teilor,,Sieu Magherus,Teilor 25 (Sieu Magherus),
8301,34707,"27",Teilor 27,Strada,Teilor,,Sieu Magherus,Teilor 27 (Sieu Magherus),
8300,34707,"29",Teilor 29,Strada,Teilor,,Sieu Magherus,Teilor 29 (Sieu Magherus),
8299,34707,"31",Teilor 31,Strada,Teilor,,Sieu Magherus,Teilor 31 (Sieu Magherus),
8298,34707,"33",Teilor 33,Strada,Teilor,,Sieu Magherus,Teilor 33 (Sieu Magherus),
8297,34707,"35",Teilor 35,Strada,Teilor,,Sieu Magherus,Teilor 35 (Sieu Magherus),
8296,34707,"37",Teilor 37,Strada,Teilor,,Sieu Magherus,Teilor 37 (Sieu Magherus),
8295,34707,"39",Teilor 39,Strada,Teilor,,Sieu Magherus,Teilor 39 (Sieu Magherus),
8294,34707,"41",Teilor 41,Strada,Teilor,,Sieu Magherus,Teilor 41 (Sieu Magherus),
8293,34707,"43",Teilor 43,Strada,Teilor,,Sieu Magherus,Teilor 43 (Sieu Magherus),
8292,34707,"45",Teilor 45,Strada,Teilor,,Sieu Magherus,Teilor 45 (Sieu Magherus),
8291,34707,"47",Teilor 47,Strada,Teilor,,Sieu Magherus,Teilor 47 (Sieu Magherus),
8290,34707,"49",Teilor 49,Strada,Teilor,,Sieu Magherus,Teilor 49 (Sieu Magherus),
8289,34707,"51",Teilor 51,Strada,Teilor,,Sieu Magherus,Teilor 51 (Sieu Magherus),
8288,34707,"53",Teilor 53,Strada,Teilor,,Sieu Magherus,Teilor 53 (Sieu Magherus),
8287,34707,"55",Teilor 55,Strada,Teilor,,Sieu Magherus,Teilor 55 (Sieu Magherus),
8286,34707,"57",Teilor 57,Strada,Teilor,,Sieu Magherus,Teilor 57 (Sieu Magherus),
8285,34707,"59",Teilor 59,Strada,Teilor,,Sieu Magherus,Teilor 59 (Sieu Magherus),
8284,34707,"61",Teilor 61,Strada,Teilor,,Sieu Magherus,Teilor 61 (Sieu Magherus),
8283,34707,"63",Teilor 63,Strada,Teilor,,Sieu Magherus,Teilor 63 (Sieu Magherus),
8282,34707,63 A,Teilor 63 A,Strada,Teilor,,Sieu Magherus,Teilor 63 A (Sieu Magherus),
8281,34707,63 B,Teilor 63 B,Strada,Teilor,,Sieu Magherus,Teilor 63 B (Sieu Magherus),
8280,34707,"65",Teilor 65,Strada,Teilor,,Sieu Magherus,Teilor 65 (Sieu Magherus),
8279,34707,"67",Teilor 67,Strada,Teilor,,Sieu Magherus,Teilor 67 (Sieu Magherus),
8278,34707,"69",Teilor 69,Strada,Teilor,,Sieu Magherus,Teilor 69 (Sieu Magherus),
8277,34707,"73",Teilor 73,Strada,Teilor,,Sieu Magherus,Teilor 73 (Sieu Magherus),
8276,34707,"71",Teilor 71,Strada,Teilor,,Sieu Magherus,Teilor 71 (Sieu Magherus),
8275,34707,"77",Teilor 77,Strada,Teilor,,Sieu Magherus,Teilor 77 (Sieu Magherus),
8274,34707,"79",Teilor 79,Strada,Teilor,,Sieu Magherus,Teilor 79 (Sieu Magherus),
8273,34707,"81",Teilor 81,Strada,Teilor,,Sieu Magherus,Teilor 81 (Sieu Magherus),
8272,34707,"83",Teilor 83,Strada,Teilor,,Sieu Magherus,Teilor 83 (Sieu Magherus),
8271,34707,"85",Teilor 85,Strada,Teilor,,Sieu Magherus,Teilor 85 (Sieu Magherus),
8270,34707,"87",Teilor 87,Strada,Teilor,,Sieu Magherus,Teilor 87 (Sieu Magherus),
8269,34707,"89",Teilor 89,Strada,Teilor,,Sieu Magherus,Teilor 89 (Sieu Magherus),
8268,34707,"91",Teilor 91,Strada,Teilor,,Sieu Magherus,Teilor 91 (Sieu Magherus),
8267,34707,"93",Teilor 93,Strada,Teilor,,Sieu Magherus,Teilor 93 (Sieu Magherus),
8266,34707,93 A,Teilor 93 A,Strada,Teilor,,Sieu Magherus,Teilor 93 A (Sieu Magherus),
8265,34707,"95",Teilor 95,Strada,Teilor,,Sieu Magherus,Teilor 95 (Sieu Magherus),
8204,34725,"6",Vadului 6,Strada,Vadului,,Chintelnic,Vadului 6 (Chintelnic),
8203,34725,"8",Vadului 8,Strada,Vadului,,Chintelnic,Vadului 8 (Chintelnic),
8202,34725,"1",Vadului 1,Strada,Vadului,,Chintelnic,Vadului 1 (Chintelnic),
8201,34725,"3",Vadului 3,Strada,Vadului,,Chintelnic,Vadului 3 (Chintelnic),
8200,34725,"5",Vadului 5,Strada,Vadului,,Chintelnic,Vadului 5 (Chintelnic),
8195,34707,"12",Vâlcele 12,Strada,Vâlcele,,Sieu Magherus,Vâlcele 12 (Sieu Magherus),
8194,34707,"1",Vâlcele 1,Strada,Vâlcele,,Sieu Magherus,Vâlcele 1 (Sieu Magherus),
8193,34707,"3",Vâlcele 3,Strada,Vâlcele,,Sieu Magherus,Vâlcele 3 (Sieu Magherus),
8192,34707,"9",Vâlcele 9,Strada,Vâlcele,,Sieu Magherus,Vâlcele 9 (Sieu Magherus),
8191,34707,9 A,Vâlcele 9 A,Strada,Vâlcele,,Sieu Magherus,Vâlcele 9 A (Sieu Magherus),
8184,34761,"26",Valea Măgheruşului 26,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 26 (Valea Magherusului),
8183,34761,"28",Valea Măgheruşului 28,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 28 (Valea Magherusului),
8182,34761,"30",Valea Măgheruşului 30,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 30 (Valea Magherusului),
8181,34761,"32",Valea Măgheruşului 32,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 32 (Valea Magherusului),
8180,34761,"34",Valea Măgheruşului 34,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 34 (Valea Magherusului),
8179,34761,"36",Valea Măgheruşului 36,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 36 (Valea Magherusului),
8178,34761,"42",Valea Măgheruşului 42,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 42 (Valea Magherusului),
8177,34761,"46",Valea Măgheruşului 46,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 46 (Valea Magherusului),
8176,34761,"48",Valea Măgheruşului 48,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 48 (Valea Magherusului),
8175,34761,"58",Valea Măgheruşului 58,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 58 (Valea Magherusului),
8174,34761,"62",Valea Măgheruşului 62,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 62 (Valea Magherusului),
8173,34761,62 A,Valea Măgheruşului 62 A,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 62 A (Valea Magherusului),
8172,34761,62 B,Valea Măgheruşului 62 B,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 62 B (Valea Magherusului),
8171,34761,"64",Valea Măgheruşului 64,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 64 (Valea Magherusului),
8170,34761,"66",Valea Măgheruşului 66,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 66 (Valea Magherusului),
8169,34761,"68",Valea Măgheruşului 68,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 68 (Valea Magherusului),
8168,34761,"70",Valea Măgheruşului 70,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 70 (Valea Magherusului),
8167,34761,"72",Valea Măgheruşului 72,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 72 (Valea Magherusului),
8166,34761,"78",Valea Măgheruşului 78,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 78 (Valea Magherusului),
8165,34761,"80",Valea Măgheruşului 80,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 80 (Valea Magherusului),
8164,34761,"3",Valea Măgheruşului 3,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 3 (Valea Magherusului),
8163,34761,"7",Valea Măgheruşului 7,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 7 (Valea Magherusului),
8162,34761,"11",Valea Măgheruşului 11,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 11 (Valea Magherusului),
8161,34761,"13",Valea Măgheruşului 13,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 13 (Valea Magherusului),
8160,34761,"15",Valea Măgheruşului 15,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 15 (Valea Magherusului),
8159,34761,"17",Valea Măgheruşului 17,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 17 (Valea Magherusului),
8158,34761,"19",Valea Măgheruşului 19,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 19 (Valea Magherusului),
8157,34761,"23",Valea Măgheruşului 23,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 23 (Valea Magherusului),
8156,34761,"25",Valea Măgheruşului 25,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 25 (Valea Magherusului),
8155,34761,"29",Valea Măgheruşului 29,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 29 (Valea Magherusului),
8154,34761,"31",Valea Măgheruşului 31,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 31 (Valea Magherusului),
8153,34761,"33",Valea Măgheruşului 33,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 33 (Valea Magherusului),
8152,34761,"35",Valea Măgheruşului 35,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 35 (Valea Magherusului),
8151,34761,"37",Valea Măgheruşului 37,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 37 (Valea Magherusului),
8150,34761,"39",Valea Măgheruşului 39,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 39 (Valea Magherusului),
8149,34761,"49",Valea Măgheruşului 49,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 49 (Valea Magherusului),
8148,34761,"47",Valea Măgheruşului 47,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 47 (Valea Magherusului),
8132,34761,"87",Valea Măgheruşului 87,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 87 (Valea Magherusului),
8131,34761,"89",Valea Măgheruşului 89,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 89 (Valea Magherusului),
8130,34761,"95",Valea Măgheruşului 95,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 95 (Valea Magherusului),
8129,34761,"97",Valea Măgheruşului 97,Strada,Valea Măgheruşului,,,Valea Măgheruşului 97 (),
8128,34761,"103",Valea Măgheruşului 103,Strada,Valea Măgheruşului,,,Valea Măgheruşului 103 (),
8127,34761,"91",Valea Măgheruşului 91,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 91 (Valea Magherusului),
8126,34761,"93",Valea Măgheruşului 93,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 93 (Valea Magherusului),
8090,34734,"4",Viilor 4,Strada,Viilor,,Crainimat,Viilor 4 (Crainimat),
